City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index
Warsaw,March,2016,65,Low,84,40,9.36,74,90
Warsaw,April,2016,51,Medium,78,112,8.96,130,98
Warsaw,May,2016,46,High,55,70,9.06,64,92
Warsaw,June,2016,63,High,43,50,7.59,68,98
Warsaw,July,2016,81,Medium,46,92,7.64,59,69
Warsaw,August,2016,56,High,46,94,8.64,55,80
Warsaw,September,2016,69,Medium,74,85,9.09,55,98
Warsaw,October,2016,48,Low,43,143,6.66,94,100
Warsaw,November,2016,66,Low,76,65,9.85,101,84
Warsaw,December,2016,81,Low,62,49,9.96,115,74
Warsaw,January,2017,65,Medium,16,76,6.6,71,96
Warsaw,February,2017,69,High,80,121,7.33,110,63
Warsaw,March,2017,71,Low,62,107,9.28,121,89
Warsaw,April,2017,84,Medium,12,128,5.77,117,71
Warsaw,May,2017,53,Low,44,132,6.17,65,85
Warsaw,June,2017,61,High,25,143,6.48,117,60
Warsaw,July,2017,61,High,43,139,7.54,120,90
Warsaw,August,2017,76,Very High,41,96,6.52,74,93
Warsaw,September,2017,49,Medium,41,49,9.71,68,85
Warsaw,October,2017,84,High,31,96,7.01,89,86
Warsaw,November,2017,64,Low,41,142,6.64,66,83
Warsaw,December,2017,78,Medium,23,69,8.58,82,65
Warsaw,January,2018,74,Very High,59,67,10.0,130,84
Warsaw,February,2018,55,Medium,57,126,7.48,55,71
Warsaw,March,2018,70,High,57,73,8.85,73,78
Warsaw,April,2018,57,Very High,12,115,5.22,98,79
Warsaw,May,2018,71,High,47,95,8.08,117,92
Warsaw,June,2018,46,High,23,77,7.22,114,93
Warsaw,July,2018,56,High,45,72,9.36,67,89
Warsaw,August,2018,84,High,17,116,6.4,54,78
Warsaw,September,2018,85,Low,47,60,7.24,77,73
Warsaw,October,2018,67,Low,77,62,10.0,65,85
Warsaw,November,2018,59,High,23,41,7.11,126,89
Warsaw,December,2018,78,Medium,25,99,5.32,75,75
Warsaw,January,2019,82,Low,35,93,6.23,101,80
Warsaw,February,2019,59,Low,62,139,6.53,59,65
Warsaw,March,2019,84,High,73,127,9.25,99,66
Warsaw,April,2019,74,Very High,62,129,7.84,117,60
Warsaw,May,2019,45,Very High,36,135,5.97,53,97
Warsaw,June,2019,51,Medium,63,44,10.0,126,93
Warsaw,July,2019,45,Low,58,72,9.45,113,76
Warsaw,August,2019,63,High,25,122,7.89,50,99
Warsaw,September,2019,58,Medium,54,47,10.0,59,79
Warsaw,October,2019,83,Low,25,141,5.77,123,78
Warsaw,November,2019,51,Medium,38,59,8.5,111,81
Warsaw,December,2019,46,Medium,62,54,9.03,70,73
Warsaw,January,2020,83,High,28,39,7.07,85,81
Warsaw,February,2020,66,Medium,21,62,8.92,87,68
Warsaw,March,2020,78,Medium,15,136,5.14,52,81
Warsaw,April,2020,60,Medium,60,84,8.73,55,93
Warsaw,May,2020,51,Low,26,84,8.67,52,62
Warsaw,June,2020,57,Very High,17,96,8.2,96,84
Warsaw,July,2020,70,Very High,21,134,7.17,53,84
Warsaw,August,2020,54,High,19,71,9.04,77,66
Warsaw,September,2020,56,High,42,144,6.64,56,87
Warsaw,October,2020,77,Medium,65,103,7.06,130,91
Warsaw,November,2020,72,High,28,109,5.91,117,76
Warsaw,December,2020,63,High,15,44,7.06,120,60
Warsaw,January,2021,78,Very High,34,73,6.96,111,95
Warsaw,February,2021,78,Low,15,57,6.32,97,99
Warsaw,March,2021,52,Low,57,87,9.55,52,98
Warsaw,April,2021,48,Medium,82,104,10.0,87,78
Warsaw,May,2021,81,Low,12,121,7.12,82,97
Warsaw,June,2021,55,Medium,83,109,10.0,103,99
Warsaw,July,2021,81,High,47,136,6.89,127,98
Warsaw,August,2021,74,Low,76,67,8.42,96,97
Warsaw,September,2021,69,High,82,61,8.93,122,66
Warsaw,October,2021,63,Low,74,143,7.64,129,72
Warsaw,November,2021,56,Very High,23,53,9.2,78,78
Warsaw,December,2021,54,High,65,81,9.55,57,86
Warsaw,January,2022,84,High,81,90,7.89,65,89
Warsaw,February,2022,71,Very High,13,112,5.98,77,79
Warsaw,March,2022,80,Very High,39,96,7.56,91,98
Warsaw,April,2022,68,High,76,47,10.0,121,61
Warsaw,May,2022,63,High,54,82,9.79,65,69
Warsaw,June,2022,81,High,53,33,9.18,68,85
Warsaw,July,2022,82,High,79,116,7.32,84,65
Warsaw,August,2022,80,Medium,58,74,8.16,59,73
Warsaw,September,2022,45,Medium,64,42,10.0,68,72
Warsaw,October,2022,78,Medium,53,148,7.57,82,72
Warsaw,November,2022,62,Medium,29,60,8.36,89,92
Warsaw,December,2022,62,High,15,139,4.55,71,90
Warsaw,January,2023,59,Low,75,85,9.83,99,64
Warsaw,February,2023,48,Low,59,94,8.15,60,72
Warsaw,March,2023,84,Medium,13,36,8.62,98,93
Warsaw,April,2023,48,High,45,40,8.94,127,64
Warsaw,May,2023,65,Low,62,129,6.98,130,93
Warsaw,June,2023,57,Very High,66,112,8.42,68,63
Warsaw,July,2023,68,Low,45,64,7.03,113,88
Warsaw,August,2023,73,Medium,60,50,7.88,107,68
Warsaw,September,2023,70,High,62,115,6.97,67,82
Warsaw,October,2023,46,Medium,21,125,8.08,130,90
Warsaw,November,2023,69,Very High,30,102,7.69,127,64
Warsaw,December,2023,61,Low,77,116,9.03,58,72
Zurich,January,2014,57,Low,39,41,10.0,90,82
Zurich,February,2014,55,Low,61,43,9.83,60,89
Zurich,March,2014,45,Low,31,116,6.37,127,70
Zurich,April,2014,45,Medium,38,126,7.42,115,80
Zurich,May,2014,53,Medium,79,103,10.0,98,67
Zurich,June,2014,57,Low,19,144,6.67,87,79
Zurich,July,2014,61,Medium,31,140,6.85,56,69
Zurich,August,2014,70,Medium,15,134,4.6,85,78
Zurich,September,2014,48,Low,36,117,6.91,63,85
Zurich,October,2014,75,Medium,28,145,5.86,113,92
Zurich,November,2014,55,Very High,19,31,9.49,61,91
Zurich,December,2014,82,Medium,33,43,8.38,83,93
Zurich,January,2015,71,Low,79,73,10.0,112,98
Zurich,February,2015,73,Low,64,140,8.55,119,75
Zurich,March,2015,52,High,32,99,8.28,90,86
Zurich,April,2015,46,Medium,83,126,9.27,52,91
Zurich,May,2015,82,Medium,64,81,9.02,65,89
Zurich,June,2015,75,High,61,140,8.7,80,85
Zurich,July,2015,78,High,28,140,6.86,96,60
Zurich,August,2015,69,Medium,20,114,7.47,73,74
Zurich,September,2015,85,Medium,30,41,9.31,96,60
Zurich,October,2015,66,Medium,67,149,6.53,83,85
Zurich,November,2015,81,Low,19,96,6.86,72,64
Zurich,December,2015,81,Low,82,80,10.0,126,62
Zurich,January,2016,80,Medium,44,60,7.95,127,94
Zurich,February,2016,63,High,12,50,6.47,54,81
Zurich,March,2016,47,Very High,39,114,8.9,105,98
Zurich,April,2016,61,Medium,47,112,6.7,127,81
Zurich,May,2016,84,Medium,18,112,4.71,94,88
Zurich,June,2016,85,Medium,68,133,8.26,54,88
Zurich,July,2016,50,Medium,32,60,9.77,101,88
Zurich,August,2016,69,Medium,79,128,9.95,73,61
Zurich,September,2016,84,Medium,58,129,5.95,128,64
Zurich,October,2016,85,High,69,93,8.68,113,84
Zurich,November,2016,79,Low,83,147,7.82,113,69
Zurich,December,2016,53,Medium,83,55,10.0,54,94
Zurich,January,2017,65,High,10,81,7.26,130,75
Zurich,February,2017,68,Low,44,143,5.45,96,84
Zurich,March,2017,69,High,52,117,7.54,54,61
Zurich,April,2017,52,Low,79,52,10.0,93,83
Zurich,May,2017,62,Medium,77,80,9.5,100,72
Zurich,June,2017,53,Medium,47,53,9.64,67,94
Zurich,July,2017,81,High,60,136,8.35,74,94
Zurich,August,2017,81,Very High,53,81,7.06,60,80
Zurich,September,2017,56,Medium,53,122,9.47,111,71
Zurich,October,2017,66,Medium,83,51,10.0,125,74
Zurich,November,2017,59,Medium,57,43,8.82,114,66
Zurich,December,2017,80,High,57,76,6.94,112,93
Zurich,January,2018,61,Very High,81,71,8.54,91,91
Zurich,February,2018,63,High,38,30,8.11,130,99
Zurich,March,2018,52,Very High,75,135,8.97,64,90
Zurich,April,2018,83,Medium,16,55,7.11,92,97
Zurich,May,2018,60,Medium,14,41,8.96,76,85
Zurich,June,2018,64,Low,47,88,7.02,91,72
Zurich,July,2018,51,Low,32,76,8.59,77,86
Zurich,August,2018,75,High,77,42,9.2,104,88
Zurich,September,2018,65,Low,44,138,6.0,63,78
Zurich,October,2018,50,Low,55,52,9.53,128,93
Zurich,November,2018,52,High,77,90,9.9,127,68
Zurich,December,2018,75,Low,56,46,8.28,115,93
Zurich,January,2019,80,Very High,54,81,7.13,67,81
Zurich,February,2019,80,High,64,83,7.18,91,97
Zurich,March,2019,77,Medium,67,98,8.24,88,70
Zurich,April,2019,53,Medium,53,95,8.14,85,94
Zurich,May,2019,85,Medium,85,84,10.0,90,99
Zurich,June,2019,63,Low,26,68,9.16,65,65
Zurich,July,2019,72,Very High,13,47,8.72,50,62
Zurich,August,2019,47,Low,49,77,9.43,125,74
Zurich,September,2019,49,Very High,26,112,8.46,64,80
Zurich,October,2019,65,Low,10,71,6.55,54,93
Zurich,November,2019,58,High,64,101,9.51,62,78
Zurich,December,2019,64,Medium,76,97,9.53,99,97
Zurich,January,2020,84,Very High,72,48,9.4,78,87
Zurich,February,2020,73,Very High,66,122,9.36,102,69
Zurich,March,2020,45,Low,75,124,9.78,97,78
Zurich,April,2020,58,Very High,18,97,6.2,72,94
Zurich,May,2020,51,High,34,137,5.78,75,98
Zurich,June,2020,54,Very High,10,110,5.99,61,63
Zurich,July,2020,69,High,21,96,6.08,83,91
Zurich,August,2020,55,Low,80,89,9.31,118,70
Zurich,September,2020,75,Medium,21,115,6.16,73,82
Zurich,October,2020,75,Medium,43,125,8.39,121,100
Zurich,November,2020,62,Medium,58,49,10.0,54,80
Zurich,December,2020,54,High,75,134,9.53,108,84
Zurich,January,2021,80,Low,23,80,5.58,73,88
Zurich,February,2021,52,High,32,38,8.83,77,72
Zurich,March,2021,73,High,37,148,6.52,124,71
Zurich,April,2021,46,Medium,32,49,9.15,122,99
Zurich,May,2021,58,High,31,42,9.36,91,97
Zurich,June,2021,49,High,40,100,8.28,80,70
Zurich,July,2021,65,High,41,131,7.3,119,73
Zurich,August,2021,65,Medium,49,64,8.48,112,89
Zurich,September,2021,76,Low,60,67,8.02,52,96
Zurich,October,2021,66,Medium,42,103,8.57,113,99
Zurich,November,2021,52,Low,67,107,9.95,124,88
Zurich,December,2021,45,Low,32,86,6.92,57,81
Zurich,January,2022,60,High,69,127,8.5,113,67
Zurich,February,2022,58,Medium,51,47,9.6,121,93
Zurich,March,2022,60,Low,13,133,6.59,62,68
Zurich,April,2022,68,Medium,16,100,5.67,54,62
Zurich,May,2022,61,High,72,107,9.84,109,93
Zurich,June,2022,77,Medium,82,86,8.8,76,83
Zurich,July,2022,77,Medium,40,111,7.17,57,62
Zurich,August,2022,57,Low,48,60,10.0,60,96
Zurich,September,2022,81,Medium,68,38,9.07,70,73
Zurich,October,2022,81,Very High,21,32,8.61,123,70
Zurich,November,2022,82,High,13,41,6.65,111,77
Zurich,December,2022,77,Low,35,146,4.68,103,90
Zurich,January,2023,50,Low,85,93,8.82,64,69
Zurich,February,2023,70,Low,29,123,5.56,76,70
Zurich,March,2023,52,Very High,68,82,9.42,67,63
Zurich,April,2023,52,High,21,44,7.24,101,66
Zurich,May,2023,53,Very High,15,45,8.46,54,88
Zurich,June,2023,53,High,77,127,8.76,81,72
Zurich,July,2023,84,High,37,34,7.66,74,87
Zurich,August,2023,69,Medium,78,31,10.0,108,79
Zurich,September,2023,78,Low,46,52,7.26,86,61
Zurich,October,2023,80,High,77,47,10.0,51,96
Zurich,November,2023,65,Very High,29,106,6.45,66,61
Zurich,December,2023,82,Low,56,74,8.96,58,60
