city,month,year,decibel_level,traffic_density,green_space_area,air_quality_index,happiness_score,cost_of_living_index,healthcare_index,date,period
Warsaw,July,2017,59,Low,52.0,86.0,8.2,70,74.0,2017-07-01,2017-07
Dublin,July,2017,72,High,32.0,52.0,9.42,73,66.0,2017-07-01,2017-07
Lisbon,July,2017,68,High,37.0,106.0,8.4,90,94.0,2017-07-01,2017-07
Rome,July,2017,50,Low,58.0,78.0,8.16,117,70.0,2017-07-01,2017-07
Auckland,July,2017,79,High,25.0,70.0,7.5,73,90.0,2017-07-01,2017-07
Melbourne,July,2017,56,Very High,57.0,140.0,8.35,79,83.0,2017-07-01,2017-07
Zurich,July,2017,50,Low,77.0,32.0,10.0,90,100.0,2017-07-01,2017-07
Tokyo,July,2017,53,Medium,85.0,51.0,10.0,63,62.0,2017-07-01,2017-07
Copenhagen,July,2017,70,Medium,75.0,146.0,7.51,104,80.0,2017-07-01,2017-07
Montreal,July,2017,69,Medium,79.0,138.0,7.99,55,100.0,2017-07-01,2017-07
New York,August,2017,81,Low,78.0,35.0,10.0,78,70.0,2017-08-01,2017-08
Stockholm,August,2017,84,Medium,18.0,106.0,4.84,72,87.0,2017-08-01,2017-08
Prague,August,2017,69,Very High,26.0,91.0,6.09,127,88.0,2017-08-01,2017-08
Helsinki,August,2017,79,High,34.0,133.0,7.67,56,62.0,2017-08-01,2017-08
Lisbon,August,2017,66,High,32.0,30.0,9.16,72,66.0,2017-08-01,2017-08
Zurich,August,2017,62,Medium,71.0,79.0,10.0,127,76.0,2017-08-01,2017-08
Paris,August,2017,84,Low,81.0,56.0,9.16,51,62.0,2017-08-01,2017-08
Barcelona,August,2017,74,Very High,60.0,74.0,7.6,88,97.0,2017-08-01,2017-08
Warsaw,August,2017,61,Low,84.0,89.0,8.34,64,100.0,2017-08-01,2017-08
Oslo,August,2017,53,High,33.0,140.0,7.36,76,71.0,2017-08-01,2017-08
Toronto,August,2017,64,Very High,74.0,62.0,10.0,80,94.0,2017-08-01,2017-08
Copenhagen,August,2017,72,Medium,63.0,66.0,7.97,103,97.0,2017-08-01,2017-08
Rome,August,2017,67,Low,29.0,111.0,7.14,101,84.0,2017-08-01,2017-08
Sydney,August,2017,46,High,15.0,65.0,6.42,108,77.0,2017-08-01,2017-08
Warsaw,August,2017,78,Medium,13.0,53.0,6.86,98,66.0,2017-08-01,2017-08
Melbourne,August,2017,62,Very High,20.0,69.0,8.81,115,93.0,2017-08-01,2017-08
Auckland,August,2017,53,Very High,56.0,31.0,10.0,56,68.0,2017-08-01,2017-08
Berlin,August,2017,50,Low,55.0,43.0,10.0,113,94.0,2017-08-01,2017-08
Tokyo,August,2017,56,Very High,49.0,38.0,9.63,63,83.0,2017-08-01,2017-08
Dublin,August,2017,76,Medium,18.0,122.0,4.82,120,83.0,2017-08-01,2017-08
San Francisco,August,2017,58,High,72.0,100.0,8.23,55,65.0,2017-08-01,2017-08
Vienna,August,2017,65,High,60.0,59.0,9.03,103,90.0,2017-08-01,2017-08
London,August,2017,46,Medium,47.0,127.0,6.69,103,62.0,2017-08-01,2017-08
Montreal,August,2017,59,Medium,44.0,59.0,8.85,51,100.0,2017-08-01,2017-08
Warsaw,September,2017,64,Medium,67.0,66.0,8.39,97,91.0,2017-09-01,2017-09
San Francisco,September,2017,59,Very High,23.0,73.0,7.12,64,97.0,2017-09-01,2017-09
New York,September,2017,68,Very High,47.0,146.0,6.62,105,94.0,2017-09-01,2017-09
Zurich,September,2017,64,Medium,71.0,47.0,8.52,106,85.0,2017-09-01,2017-09
Sydney,September,2017,54,High,50.0,132.0,7.98,116,94.0,2017-09-01,2017-09
Helsinki,September,2017,53,High,31.0,104.0,8.07,68,86.0,2017-09-01,2017-09
London,September,2017,54,Medium,75.0,51.0,9.98,130,78.0,2017-09-01,2017-09
Oslo,September,2017,51,Low,72.0,45.0,10.0,57,70.0,2017-09-01,2017-09
Barcelona,September,2017,56,Low,63.0,103.0,8.75,118,71.0,2017-09-01,2017-09
Paris,September,2017,59,Medium,11.0,93.0,7.59,52,97.0,2017-09-01,2017-09
Melbourne,September,2017,53,Medium,32.0,65.0,8.95,57,81.0,2017-09-01,2017-09
Toronto,September,2017,72,Low,19.0,110.0,7.49,125,61.0,2017-09-01,2017-09
Auckland,September,2017,49,Medium,16.0,140.0,7.3,59,63.0,2017-09-01,2017-09
Copenhagen,September,2017,85,Medium,85.0,89.0,9.82,103,89.0,2017-09-01,2017-09
Stockholm,September,2017,58,Low,31.0,143.0,6.06,78,78.0,2017-09-01,2017-09
Lisbon,September,2017,71,High,74.0,106.0,8.63,91,70.0,2017-09-01,2017-09
Montreal,September,2017,61,Medium,64.0,52.0,9.79,96,87.0,2017-09-01,2017-09
Vienna,September,2017,70,Medium,15.0,85.0,7.74,63,82.0,2017-09-01,2017-09
Montreal,September,2017,53,Low,60.0,93.0,8.53,60,98.0,2017-09-01,2017-09
Berlin,September,2017,62,Very High,45.0,127.0,7.33,123,93.0,2017-09-01,2017-09
Rome,September,2017,59,Medium,21.0,31.0,8.32,95,68.0,2017-09-01,2017-09
Dublin,September,2017,74,Medium,47.0,111.0,6.81,101,85.0,2017-09-01,2017-09
Toronto,October,2017,76,Medium,28.0,131.0,4.95,130,80.0,2017-10-01,2017-10
Stockholm,October,2017,71,Medium,77.0,104.0,7.69,96,67.0,2017-10-01,2017-10
Barcelona,October,2017,49,Very High,10.0,56.0,6.65,118,80.0,2017-10-01,2017-10
Rome,October,2017,53,Low,44.0,108.0,7.56,74,67.0,2017-10-01,2017-10
Melbourne,October,2017,65,Low,55.0,97.0,9.23,65,74.0,2017-10-01,2017-10
Lisbon,October,2017,55,High,80.0,54.0,9.85,80,72.0,2017-10-01,2017-10
New York,October,2017,53,Medium,78.0,69.0,10.0,50,84.0,2017-10-01,2017-10
Copenhagen,October,2017,74,Medium,48.0,68.0,9.34,50,79.0,2017-10-01,2017-10
Helsinki,October,2017,50,Medium,71.0,63.0,8.81,81,73.0,2017-10-01,2017-10
Prague,October,2017,68,High,84.0,90.0,9.39,105,85.0,2017-10-01,2017-10
Barcelona,October,2017,80,Medium,11.0,54.0,7.98,113,91.0,2017-10-01,2017-10
Berlin,October,2017,45,Medium,25.0,88.0,8.23,76,66.0,2017-10-01,2017-10
Tokyo,October,2017,52,Low,70.0,89.0,8.92,109,74.0,2017-10-01,2017-10
Oslo,October,2017,108,Medium,57.0,43.0,9.66,72,71.0,2017-10-01,2017-10
Paris,October,2017,72,High,44.0,31.0,10.0,127,91.0,2017-10-01,2017-10
Vienna,October,2017,48,Medium,70.0,140.0,8.03,105,87.0,2017-10-01,2017-10
Zurich,October,2017,66,Medium,72.0,70.0,9.0,90,79.0,2017-10-01,2017-10
Prague,October,2017,80,Very High,11.0,127.0,6.76,71,90.0,2017-10-01,2017-10
Warsaw,October,2017,74,High,54.0,45.0,9.68,116,93.0,2017-10-01,2017-10
Dublin,October,2017,73,High,20.0,61.0,7.71,85,70.0,2017-10-01,2017-10
Auckland,October,2017,73,Low,38.0,78.0,6.45,125,79.0,2017-10-01,2017-10
San Francisco,October,2017,51,Medium,16.0,145.0,5.3,114,73.0,2017-10-01,2017-10
Sydney,October,2017,70,Very High,44.0,130.0,6.15,54,68.0,2017-10-01,2017-10
London,October,2017,46,High,43.0,113.0,6.7,115,73.0,2017-10-01,2017-10
Montreal,October,2017,65,High,67.0,100.0,8.74,126,94.0,2017-10-01,2017-10
Sydney,November,2017,49,Medium,16.0,127.0,5.26,61,100.0,2017-11-01,2017-11
Vienna,November,2017,69,Low,12.0,148.0,4.25,57,67.0,2017-11-01,2017-11
Dublin,November,2017,56,High,11.0,49.0,8.37,54,94.0,2017-11-01,2017-11
Lisbon,November,2017,52,Medium,40.0,89.0,8.93,92,70.0,2017-11-01,2017-11
Melbourne,November,2017,60,Medium,25.0,107.0,6.77,130,91.0,2017-11-01,2017-11
Toronto,November,2017,57,Medium,23.0,89.0,8.86,232,63.0,2017-11-01,2017-11
Paris,November,2017,47,Very High,42.0,113.0,8.8,61,93.0,2017-11-01,2017-11
Paris,November,2017,51,High,34.0,49.0,8.66,106,90.0,2017-11-01,2017-11
Warsaw,November,2017,61,Very High,50.0,44.0,9.29,83,78.0,2017-11-01,2017-11
Zurich,November,2017,84,Low,69.0,121.0,8.64,105,66.0,2017-11-01,2017-11
Helsinki,November,2017,78,High,72.0,56.0,9.89,90,79.0,2017-11-01,2017-11
Tokyo,November,2017,72,High,69.0,69.0,8.49,122,90.0,2017-11-01,2017-11
Oslo,November,2017,49,Low,33.0,64.0,9.72,119,64.0,2017-11-01,2017-11
Rome,November,2017,54,High,75.0,132.0,8.9,116,84.0,2017-11-01,2017-11
Stockholm,November,2017,58,Medium,51.0,101.0,8.66,69,87.0,2017-11-01,2017-11
San Francisco,November,2017,75,High,26.0,49.0,6.95,56,77.0,2017-11-01,2017-11
Barcelona,November,2017,74,Low,45.0,66.0,7.56,113,67.0,2017-11-01,2017-11
Berlin,November,2017,68,Low,56.0,84.0,9.96,101,71.0,2017-11-01,2017-11
Auckland,November,2017,104,High,20.0,52.0,7.26,126,62.0,2017-11-01,2017-11
Copenhagen,November,2017,49,Very High,47.0,127.0,7.26,96,96.0,2017-11-01,2017-11
Montreal,November,2017,54,High,64.0,97.0,9.61,126,80.0,2017-11-01,2017-11
New York,November,2017,85,High,76.0,124.0,8.68,101,67.0,2017-11-01,2017-11
Prague,November,2017,84,High,34.0,89.0,8.5,69,78.0,2017-11-01,2017-11
Vienna,November,2017,62,High,24.0,82.0,8.7,78,92.0,2017-11-01,2017-11
London,November,2017,82,Very High,48.0,116.0,8.31,96,100.0,2017-11-01,2017-11
Oslo,December,2017,45,High,67.0,35.0,10.0,87,73.0,2017-12-01,2017-12
Copenhagen,December,2017,54,High,12.0,50.0,7.62,67,63.0,2017-12-01,2017-12
Tokyo,December,2017,73,High,39.0,42.0,8.24,114,96.0,2017-12-01,2017-12
Melbourne,December,2017,76,Very High,20.0,108.0,6.36,91,66.0,2017-12-01,2017-12
Berlin,December,2017,54,High,58.0,132.0,9.24,51,91.0,2017-12-01,2017-12
Dublin,December,2017,45,High,59.0,86.0,8.51,98,75.0,2017-12-01,2017-12
London,December,2017,69,Low,33.0,56.0,9.39,108,98.0,2017-12-01,2017-12
San Francisco,December,2017,60,Medium,77.0,107.0,8.2,79,99.0,2017-12-01,2017-12
Vienna,December,2017,56,Medium,76.0,72.0,10.0,98,88.0,2017-12-01,2017-12
Rome,December,2017,73,Low,55.0,143.0,5.77,101,98.0,2017-12-01,2017-12
Stockholm,December,2017,58,Very High,18.0,89.0,8.06,122,67.0,2017-12-01,2017-12
Toronto,December,2017,56,High,75.0,111.0,9.45,100,76.0,2017-12-01,2017-12
Helsinki,December,2017,70,Low,67.0,95.0,8.91,85,79.0,2017-12-01,2017-12
New York,December,2017,64,Low,28.0,54.0,7.27,55,99.0,2017-12-01,2017-12
Prague,December,2017,61,Low,33.0,41.0,9.25,129,89.0,2017-12-01,2017-12
Barcelona,December,2017,60,Medium,66.0,84.0,7.92,54,82.0,2017-12-01,2017-12
Montreal,December,2017,83,High,39.0,41.0,9.46,98,71.0,2017-12-01,2017-12
Warsaw,December,2017,61,Very High,36.0,148.0,6.08,50,85.0,2017-12-01,2017-12
Zurich,December,2017,60,Medium,62.0,97.0,7.65,75,98.0,2017-12-01,2017-12
Auckland,December,2017,52,High,85.0,149.0,7.86,69,69.0,2017-12-01,2017-12
Lisbon,December,2017,61,High,70.0,39.0,10.0,118,98.0,2017-12-01,2017-12
Paris,December,2017,55,Very High,64.0,146.0,7.45,114,68.0,2017-12-01,2017-12
Sydney,December,2017,81,Very High,76.0,142.0,6.34,75,75.0,2017-12-01,2017-12
Barcelona,December,2017,71,Medium,47.0,38.0,7.95,67,75.0,2017-12-01,2017-12
Prague,January,2018,47,Low,85.0,146.0,10.0,62,85.0,2018-01-01,2018-01
Paris,January,2018,59,High,83.0,61.0,9.96,104,83.0,2018-01-01,2018-01
New York,January,2018,54,Medium,24.0,140.0,5.87,102,98.0,2018-01-01,2018-01
Sydney,January,2018,58,Very High,44.0,90.0,9.03,52,82.0,2018-01-01,2018-01
Toronto,January,2018,48,Very High,67.0,63.0,9.66,86,77.0,2018-01-01,2018-01
Tokyo,January,2018,63,Low,34.0,95.0,8.14,81,76.0,2018-01-01,2018-01
Helsinki,January,2018,78,Low,68.0,33.0,9.51,83,95.0,2018-01-01,2018-01
Berlin,January,2018,48,Medium,82.0,42.0,10.0,82,100.0,2018-01-01,2018-01
Stockholm,January,2018,60,High,40.0,130.0,7.18,83,87.0,2018-01-01,2018-01
London,January,2018,46,High,19.0,89.0,7.22,51,60.0,2018-01-01,2018-01
Dublin,January,2018,55,Very High,18.0,142.0,5.7,55,66.0,2018-01-01,2018-01
Copenhagen,January,2018,51,Medium,75.0,110.0,9.82,71,80.0,2018-01-01,2018-01
Barcelona,January,2018,55,High,54.0,108.0,8.45,76,63.0,2018-01-01,2018-01
Oslo,January,2018,72,Medium,66.0,65.0,8.87,228,96.0,2018-01-01,2018-01
Warsaw,January,2018,50,Medium,34.0,144.0,6.64,101,65.0,2018-01-01,2018-01
Montreal,January,2018,80,Medium,82.0,49.0,10.0,100,70.0,2018-01-01,2018-01
Melbourne,January,2018,46,Very High,33.0,33.0,10.0,92,67.0,2018-01-01,2018-01
Rome,January,2018,61,Low,74.0,80.0,9.09,62,81.0,2018-01-01,2018-01
Zurich,January,2018,48,Medium,82.0,85.0,8.8,101,77.0,2018-01-01,2018-01
Auckland,January,2018,79,Medium,48.0,150.0,6.86,60,87.0,2018-01-01,2018-01
San Francisco,January,2018,59,Low,31.0,133.0,6.5,121,91.0,2018-01-01,2018-01
Vienna,January,2018,45,Medium,62.0,45.0,10.0,94,80.0,2018-01-01,2018-01
Vienna,February,2018,66,Low,44.0,46.0,9.33,125,94.0,2018-02-01,2018-02
Melbourne,February,2018,83,High,73.0,66.0,8.79,103,99.0,2018-02-01,2018-02
Berlin,February,2018,83,Medium,62.0,141.0,8.01,123,94.0,2018-02-01,2018-02
Warsaw,February,2018,78,Low,78.0,41.0,10.0,61,61.0,2018-02-01,2018-02
Stockholm,February,2018,67,High,73.0,126.0,9.16,108,64.0,2018-02-01,2018-02
Prague,February,2018,66,Low,36.0,138.0,6.07,121,73.0,2018-02-01,2018-02
San Francisco,February,2018,65,Low,52.0,130.0,6.87,54,78.0,2018-02-01,2018-02
London,February,2018,71,Low,64.0,77.0,8.18,88,67.0,2018-02-01,2018-02
Montreal,February,2018,52,Medium,83.0,57.0,9.13,64,74.0,2018-02-01,2018-02
Dublin,February,2018,45,Very High,39.0,75.0,7.41,90,73.0,2018-02-01,2018-02
Helsinki,February,2018,72,Medium,22.0,78.0,7.48,74,98.0,2018-02-01,2018-02
Zurich,February,2018,85,High,84.0,48.0,9.63,101,64.0,2018-02-01,2018-02
Oslo,February,2018,83,Low,80.0,119.0,9.41,109,91.0,2018-02-01,2018-02
Tokyo,February,2018,60,High,20.0,90.0,6.84,108,69.0,2018-02-01,2018-02
Toronto,February,2018,55,Medium,64.0,75.0,10.0,91,98.0,2018-02-01,2018-02
Lisbon,February,2018,58,Low,53.0,61.0,9.79,92,64.0,2018-02-01,2018-02
Rome,February,2018,84,Medium,66.0,78.0,7.22,80,84.0,2018-02-01,2018-02
Barcelona,February,2018,53,Very High,75.0,116.0,7.97,102,77.0,2018-02-01,2018-02
Paris,February,2018,57,Medium,76.0,138.0,9.97,99,97.0,2018-02-01,2018-02
Copenhagen,February,2018,54,High,35.0,74.0,9.37,85,82.0,2018-02-01,2018-02
New York,February,2018,72,Low,47.0,58.0,9.99,71,80.0,2018-02-01,2018-02
Sydney,February,2018,48,Low,77.0,85.0,10.0,119,67.0,2018-02-01,2018-02
Copenhagen,February,2018,76,High,47.0,96.0,8.79,70,69.0,2018-02-01,2018-02
Stockholm,March,2018,48,High,74.0,41.0,10.0,106,61.0,2018-03-01,2018-03
San Francisco,March,2018,61,Medium,84.0,105.0,8.25,109,75.0,2018-03-01,2018-03
Lisbon,March,2018,47,Medium,67.0,102.0,8.84,68,61.0,2018-03-01,2018-03
New York,March,2018,56,Low,10.0,35.0,9.33,117,95.0,2018-03-01,2018-03
Warsaw,March,2018,65,Very High,18.0,115.0,7.59,66,63.0,2018-03-01,2018-03
Dublin,March,2018,51,Medium,48.0,93.0,9.97,122,66.0,2018-03-01,2018-03
Prague,March,2018,61,Medium,46.0,90.0,7.56,114,100.0,2018-03-01,2018-03
Vienna,March,2018,56,Medium,50.0,34.0,10.0,94,65.0,2018-03-01,2018-03
Barcelona,March,2018,85,High,60.0,103.0,8.54,107,65.0,2018-03-01,2018-03
Melbourne,March,2018,54,High,30.0,107.0,6.22,107,81.0,2018-03-01,2018-03
Berlin,March,2018,54,Medium,58.0,89.0,9.97,93,99.0,2018-03-01,2018-03
Tokyo,March,2018,54,Very High,52.0,47.0,8.22,59,76.0,2018-03-01,2018-03
Toronto,March,2018,65,Low,74.0,59.0,10.0,123,98.0,2018-03-01,2018-03
Auckland,March,2018,66,Medium,52.0,43.0,9.39,113,85.0,2018-03-01,2018-03
Zurich,March,2018,81,High,65.0,107.0,7.6,276,66.0,2018-03-01,2018-03
Auckland,March,2018,70,Medium,70.0,63.0,8.89,92,94.0,2018-03-01,2018-03
Melbourne,March,2018,63,Very High,25.0,111.0,6.42,87,85.0,2018-03-01,2018-03
Copenhagen,March,2018,74,High,80.0,132.0,7.77,64,61.0,2018-03-01,2018-03
Montreal,March,2018,80,Medium,13.0,110.0,4.67,111,80.0,2018-03-01,2018-03
Helsinki,March,2018,60,Low,24.0,34.0,8.19,62,99.0,2018-03-01,2018-03
Rome,March,2018,98,Low,22.0,141.0,4.96,111,77.0,2018-03-01,2018-03
London,March,2018,45,High,13.0,149.0,5.51,80,97.0,2018-03-01,2018-03
Oslo,March,2018,48,High,48.0,102.0,7.93,105,88.0,2018-03-01,2018-03
Paris,March,2018,54,Low,21.0,94.0,7.71,96,96.0,2018-03-01,2018-03
Sydney,March,2018,83,Very High,26.0,89.0,8.17,116,66.0,2018-03-01,2018-03
Barcelona,April,2018,67,Medium,21.0,88.0,7.05,118,87.0,2018-04-01,2018-04
San Francisco,April,2018,75,Medium,66.0,127.0,9.15,89,72.0,2018-04-01,2018-04
Helsinki,April,2018,83,High,31.0,74.0,7.64,50,92.0,2018-04-01,2018-04
Rome,April,2018,78,High,52.0,122.0,7.95,91,95.0,2018-04-01,2018-04
Berlin,April,2018,73,Low,44.0,80.0,7.71,96,93.0,2018-04-01,2018-04
Auckland,April,2018,79,Medium,75.0,30.0,10.0,56,83.0,2018-04-01,2018-04
Dublin,April,2018,66,Very High,50.0,115.0,6.92,124,92.0,2018-04-01,2018-04
Lisbon,April,2018,53,Very High,70.0,116.0,7.47,87,76.0,2018-04-01,2018-04
Auckland,April,2018,81,Very High,12.0,116.0,4.77,72,88.0,2018-04-01,2018-04
Montreal,April,2018,60,High,40.0,67.0,7.79,60,63.0,2018-04-01,2018-04
Vienna,April,2018,48,Medium,14.0,124.0,7.11,78,93.0,2018-04-01,2018-04
Warsaw,April,2018,64,Very High,45.0,127.0,7.26,58,76.0,2018-04-01,2018-04
Sydney,April,2018,49,Medium,74.0,31.0,10.0,130,85.0,2018-04-01,2018-04
Zurich,April,2018,78,Medium,41.0,42.0,9.55,101,91.0,2018-04-01,2018-04
Paris,April,2018,84,Medium,28.0,90.0,5.98,124,69.0,2018-04-01,2018-04
Oslo,April,2018,82,Medium,85.0,109.0,8.56,107,92.0,2018-04-01,2018-04
Vienna,April,2018,66,High,35.0,96.0,8.6,72,72.0,2018-04-01,2018-04
New York,April,2018,70,Medium,82.0,37.0,10.0,105,89.0,2018-04-01,2018-04
Copenhagen,April,2018,52,Very High,53.0,68.0,8.09,68,79.0,2018-04-01,2018-04
Tokyo,April,2018,82,Low,72.0,124.0,9.37,54,68.0,2018-04-01,2018-04
Toronto,April,2018,79,Low,15.0,57.0,8.52,50,74.0,2018-04-01,2018-04
Stockholm,April,2018,62,High,47.0,74.0,8.97,126,85.0,2018-04-01,2018-04
Prague,April,2018,72,Low,73.0,134.0,7.37,116,85.0,2018-04-01,2018-04
Warsaw,May,2018,48,Very High,77.0,59.0,10.0,87,64.0,2018-05-01,2018-05
Paris,May,2018,79,Low,64.0,64.0,8.81,107,95.0,2018-05-01,2018-05
Oslo,May,2018,51,Medium,12.0,89.0,5.88,71,70.0,2018-05-01,2018-05
Melbourne,May,2018,85,Very High,62.0,35.0,10.0,93,85.0,2018-05-01,2018-05
Barcelona,May,2018,51,Medium,53.0,127.0,6.55,108,70.0,2018-05-01,2018-05
Zurich,May,2018,77,High,26.0,116.0,7.23,108,72.0,2018-05-01,2018-05
Vienna,May,2018,62,High,73.0,50.0,9.01,61,84.0,2018-05-01,2018-05
San Francisco,May,2018,46,Very High,64.0,34.0,10.0,61,78.0,2018-05-01,2018-05
Prague,May,2018,54,Very High,10.0,34.0,8.84,100,65.0,2018-05-01,2018-05
London,May,2018,57,Medium,47.0,64.0,10.0,107,62.0,2018-05-01,2018-05
Tokyo,May,2018,80,Very High,41.0,76.0,8.72,67,87.0,2018-05-01,2018-05
New York,May,2018,58,Medium,74.0,79.0,10.0,111,65.0,2018-05-01,2018-05
Montreal,May,2018,51,Medium,62.0,105.0,9.6,75,61.0,2018-05-01,2018-05
Toronto,May,2018,69,High,80.0,109.0,8.37,51,86.0,2018-05-01,2018-05
Berlin,May,2018,49,High,20.0,80.0,7.8,110,61.0,2018-05-01,2018-05
Helsinki,May,2018,45,High,31.0,145.0,8.13,104,71.0,2018-05-01,2018-05
Sydney,May,2018,64,Medium,77.0,98.0,8.38,84,72.0,2018-05-01,2018-05
Copenhagen,May,2018,77,High,65.0,43.0,8.83,110,76.0,2018-05-01,2018-05
Lisbon,May,2018,67,Medium,76.0,109.0,8.48,125,80.0,2018-05-01,2018-05
Stockholm,May,2018,78,High,13.0,125.0,4.33,53,64.0,2018-05-01,2018-05
Rome,May,2018,73,High,82.0,76.0,9.3,80,65.0,2018-05-01,2018-05
Auckland,May,2018,60,Medium,72.0,110.0,8.05,89,95.0,2018-05-01,2018-05
Dublin,May,2018,84,Low,49.0,84.0,7.39,67,78.0,2018-05-01,2018-05
Tokyo,June,2018,50,High,49.0,48.0,10.0,92,88.0,2018-06-01,2018-06
Lisbon,June,2018,64,Very High,47.0,38.0,8.89,69,67.0,2018-06-01,2018-06
London,June,2018,74,Medium,16.0,41.0,7.72,119,83.0,2018-06-01,2018-06
Melbourne,June,2018,48,Low,12.0,150.0,4.81,76,85.0,2018-06-01,2018-06
Auckland,June,2018,75,Very High,47.0,64.0,9.62,81,69.0,2018-06-01,2018-06
Prague,June,2018,70,Medium,36.0,93.0,6.94,75,72.0,2018-06-01,2018-06
Helsinki,June,2018,47,Low,10.0,61.0,7.85,122,78.0,2018-06-01,2018-06
Oslo,June,2018,82,Medium,45.0,103.0,6.3,70,72.0,2018-06-01,2018-06
Sydney,June,2018,61,Medium,46.0,30.0,8.48,111,63.0,2018-06-01,2018-06
Barcelona,June,2018,68,High,30.0,142.0,6.7,97,70.0,2018-06-01,2018-06
Berlin,June,2018,73,High,59.0,61.0,9.44,66,70.0,2018-06-01,2018-06
Dublin,June,2018,47,High,52.0,70.0,8.46,103,78.0,2018-06-01,2018-06
Vienna,June,2018,73,High,26.0,131.0,6.31,115,60.0,2018-06-01,2018-06
New York,June,2018,80,Very High,32.0,43.0,8.04,209,72.0,2018-06-01,2018-06
Rome,June,2018,77,Medium,60.0,133.0,7.17,101,93.0,2018-06-01,2018-06
Zurich,June,2018,73,Very High,61.0,43.0,8.09,118,85.0,2018-06-01,2018-06
Paris,June,2018,49,Medium,73.0,55.0,10.0,119,62.0,2018-06-01,2018-06
Stockholm,June,2018,63,Low,61.0,98.0,9.72,119,95.0,2018-06-01,2018-06
Warsaw,June,2018,54,Low,54.0,119.0,8.92,104,69.0,2018-06-01,2018-06
San Francisco,June,2018,66,Medium,76.0,102.0,9.56,70,66.0,2018-06-01,2018-06
Toronto,June,2018,53,Low,31.0,41.0,8.91,67,78.0,2018-06-01,2018-06
Montreal,June,2018,46,High,85.0,136.0,8.08,55,84.0,2018-06-01,2018-06
Copenhagen,July,2018,63,Medium,11.0,121.0,7.39,292,66.0,2018-07-01,2018-07
Auckland,July,2018,45,Very High,63.0,130.0,8.54,88,97.0,2018-07-01,2018-07
Tokyo,July,2018,84,Medium,57.0,43.0,7.8,89,71.0,2018-07-01,2018-07
Dublin,July,2018,83,Low,41.0,119.0,5.46,116,88.0,2018-07-01,2018-07
Toronto,July,2018,65,Medium,54.0,107.0,7.98,80,77.0,2018-07-01,2018-07
Zurich,July,2018,56,Low,28.0,32.0,9.8,108,76.0,2018-07-01,2018-07
Rome,July,2018,78,High,78.0,141.0,6.92,118,67.0,2018-07-01,2018-07
Melbourne,July,2018,61,Low,37.0,52.0,7.66,95,87.0,2018-07-01,2018-07
Oslo,July,2018,59,Low,52.0,37.0,9.28,86,62.0,2018-07-01,2018-07
Prague,July,2018,48,Low,35.0,41.0,7.84,125,98.0,2018-07-01,2018-07
Vienna,July,2018,61,Medium,15.0,101.0,7.93,88,67.0,2018-07-01,2018-07
Stockholm,July,2018,65,Medium,83.0,48.0,10.0,68,95.0,2018-07-01,2018-07
Barcelona,July,2018,78,Medium,37.0,46.0,7.99,243,67.0,2018-07-01,2018-07
London,July,2018,76,Medium,54.0,48.0,8.18,102,87.0,2018-07-01,2018-07
Sydney,July,2018,50,High,59.0,62.0,8.92,116,99.0,2018-07-01,2018-07
Berlin,July,2018,79,Medium,44.0,47.0,8.25,126,100.0,2018-07-01,2018-07
Lisbon,July,2018,47,Very High,77.0,124.0,9.35,62,92.0,2018-07-01,2018-07
Helsinki,July,2018,61,Low,67.0,74.0,8.77,82,60.0,2018-07-01,2018-07
San Francisco,July,2018,82,Medium,17.0,118.0,5.52,130,82.0,2018-07-01,2018-07
Paris,July,2018,83,Medium,81.0,77.0,8.34,130,85.0,2018-07-01,2018-07
New York,July,2018,56,High,75.0,58.0,9.64,126,64.0,2018-07-01,2018-07
Warsaw,July,2018,91,Low,65.0,64.0,9.16,91,78.0,2018-07-01,2018-07
Melbourne,August,2018,63,High,28.0,97.0,5.8,55,79.0,2018-08-01,2018-08
Rome,August,2018,71,Very High,48.0,136.0,7.98,114,85.0,2018-08-01,2018-08
Sydney,August,2018,57,Low,50.0,105.0,8.0,130,100.0,2018-08-01,2018-08
Montreal,August,2018,72,Medium,11.0,101.0,6.94,75,69.0,2018-08-01,2018-08
Lisbon,August,2018,85,High,15.0,121.0,4.92,104,66.0,2018-08-01,2018-08
San Francisco,August,2018,72,Medium,68.0,102.0,7.48,69,91.0,2018-08-01,2018-08
Berlin,August,2018,54,Very High,21.0,76.0,7.61,50,68.0,2018-08-01,2018-08
Berlin,August,2018,45,Very High,65.0,106.0,8.38,74,95.0,2018-08-01,2018-08
Prague,August,2018,59,Low,78.0,52.0,10.0,85,94.0,2018-08-01,2018-08
Barcelona,August,2018,53,Medium,50.0,68.0,9.5,68,80.0,2018-08-01,2018-08
New York,August,2018,85,High,73.0,113.0,8.22,124,100.0,2018-08-01,2018-08
Vienna,August,2018,82,Very High,76.0,71.0,8.02,51,92.0,2018-08-01,2018-08
Warsaw,August,2018,60,Very High,47.0,125.0,8.13,51,94.0,2018-08-01,2018-08
Paris,August,2018,60,Medium,12.0,81.0,7.37,63,100.0,2018-08-01,2018-08
Dublin,August,2018,58,Low,26.0,105.0,7.87,60,89.0,2018-08-01,2018-08
Helsinki,August,2018,85,High,71.0,117.0,6.54,102,69.0,2018-08-01,2018-08
London,August,2018,85,High,31.0,73.0,7.45,93,70.0,2018-08-01,2018-08
